Linha,Ordem,Descrição da Ordem,Estabelecimento,Nome Estabelecimento,Equipamento,Nome Equipamento,Tag,Descrição do Tag,Tipo de Manutenção,Descrição do Tipo Manutenção,Manutenção,Descrição da Manutenção,Plano,Urgência,Criticidade,Prioridade,Data Manutenção,Data Termino,Previsão Término,Inicio mais cedo,Inicio mais tarde,Data Inicio Original,Data Reabertura,Data Realocação,Data Prevista Manutenção,Parada,Descrição da Parada,Projeto,Descrição do Projeto,Analista,Nome do Analista,Planejador,Nome do Planejador,Equipe,Nome da Equipe,Causa,Descrição Causa,Sintoma,Descrição Sintoma,Intervenção,Descrição Intervenção,Empresa,Ord. Investimento,Conta da Ordem,Conta de Investimento,Ordem de Origem,Tarefa de Origem,Valor Contador,Valor Contador Acumulado,Taxa Produção,Custo Hora,Tempo Parada,Horas Reportadas,Valor Material,Valor Mão de Obra,Valor GGF,Estado,Estado OM,Estado da Preditiva,Usuário de Criação,Ordem Impressa,Observação Encerramento OM
0000000350,1255501,Goteira,1,METALURGICA MOR S.A - MATRIZ,35.161/000,INJETORAS RS,35161,INJETORAS,21,PATRIMONIO - SERVIÇO DE TERCEIRO,10.8,PATRIMONIO TERCEIROS,Manutenção,3,1,999,29/04/2025,,14/05/2025,29/04/2025,29/04/2025,17/02/2025,,,29/04/2025,,,,,,,PRISCILA,PRISCILA DORNELES,PAT008,SERVIÇO TERCEIROS,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,letielly.he - Letielly Hermes,no,"158.653 - Goteira Goteira localizada na área de matéria prima da fábrica, atrás da sala do supervisor . Segue imagem em anexo."
0000000351,1255502,Goteira em frente a Betoneira,1,METALURGICA MOR S.A - MATRIZ,35.161/000,INJETORAS RS,35161,INJETORAS,21,PATRIMONIO - SERVIÇO DE TERCEIRO,10.8,PATRIMONIO TERCEIROS,Manutenção,3,1,999,30/04/2025,,15/05/2025,30/04/2025,30/04/2025,17/02/2025,,,30/04/2025,,,,,,,PRISCILA,PRISCILA DORNELES,PAT008,SERVIÇO TERCEIROS,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,letielly.he - Letielly Hermes,no,"158.654 - Goteira em frente a Betoneira Goteira localizada na área de matéria prima da fábrica, em frente a betoneira, atrás da sala do supervisor . Segue imagem em anexo."
0000000352,1282464,Goteira matéria prima,1,METALURGICA MOR S.A - MATRIZ,35.161/000,INJETORAS RS,35161,INJETORAS,21,PATRIMONIO - SERVIÇO DE TERCEIRO,10.10,PATRIMONIO GOTEIRAS,Manutenção,3,1,999,22/09/2025,,07/10/2025,22/09/2025,22/09/2025,18/08/2025,,,22/09/2025,,,,,,,PRISCILA,PRISCILA DORNELES,PAT010,GOTEIRAS,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,priscilas - Priscila da Silva Dorneles,no,212.924 - Goteira matéria prima Goteira na area da matéria prima. Segue anexo
0000000353,1255509,goteira na ast operacional,1,METALURGICA MOR S.A - MATRIZ,35.042/000,ASSISTENCIA TECNICA,AST TECNICA,ASISTENCIA TECNICA,21,PATRIMONIO - SERVIÇO DE TERCEIRO,10.8,PATRIMONIO TERCEIROS,Manutenção,3,2,600,30/04/2025,,15/05/2025,30/04/2025,30/04/2025,17/02/2025,,,30/04/2025,,,,,,,PRISCILA,PRISCILA DORNELES,PAT008,SERVIÇO TERCEIROS,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,"823,55",0,0,Requisitada,Não Iniciada,Ok,letielly.he - Letielly Hermes,no,"178.836 - goteira na ast operacional Favor verificar uma goteira que fica em frente a primeira mesa de retrabalho, esta dificultando o trabalho no local."
0000000354,1183305,Levantar degrau de mureta na ETE,1,METALURGICA MOR S.A - MATRIZ,35.035/000,ESTACAO TRATAMENTO EFLUENTES,ETE,ESTAÇÃO TRATAMENTO DE EFLUENTE,21,PATRIMONIO - SERVIÇO DE TERCEIRO,10.8,PATRIMONIO TERCEIROS,Manutenção,3,2,600,21/07/2025,,05/08/2025,21/07/2025,21/07/2025,23/08/2023,,,21/07/2025,,,,,,,PRISCILA,PRISCILA DORNELES,PAT008,SERVIÇO TERCEIROS,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,priscilas - Priscila da Silva Dorneles,no,126.459 - Levantar degrau de mureta na ETE Falar com Samuel ou Franciele
0000000355,1162142,Consertar Telhado,1,METALURGICA MOR S.A - MATRIZ,35.073/000,PREPARACAO DE TUBOS,FAB-01,FABRICA 01,21,PATRIMONIO - SERVIÇO DE TERCEIRO,10.8,PATRIMONIO TERCEIROS,Manutenção,3,1,0,10/02/2023,,25/02/2023,10/02/2023,10/02/2023,08/02/2023,,,10/02/2023,,,,,,,PRISCILA,PRISCILA DORNELES,PAT008,SERVIÇO TERCEIROS,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,3200,0,0,Requisitada,Não Iniciada,Ok,priscilas - Priscila da Silva Dorneles,yes,107.325 - Consertar Telhado Consertar problema na calha do telhado em cima da MDF 8327 (F01).
0000000356,1178865,arrumar goteiras do telhado na fabrica1,1,METALURGICA MOR S.A - MATRIZ,35.073/000,PREPARACAO DE TUBOS,FAB-01,FABRICA 01,21,PATRIMONIO - SERVIÇO DE TERCEIRO,10.8,PATRIMONIO TERCEIROS,Manutenção,3,1,300,22/08/2023,,06/09/2023,22/08/2023,22/08/2023,17/07/2023,,,22/08/2023,,,,,,,PRISCILA,PRISCILA DORNELES,PAT008,SERVIÇO TERCEIROS,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,2000,0,0,Requisitada,Não Iniciada,Ok,priscilas - Priscila da Silva Dorneles,no,"123.203 - arrumar goteiras do telhado na fabrica1 goteira localizada ao lado da sala do supervisor Moises, na frente do computador da fabrica f01"
0000000357,1152117,Consertar goteira sobre painel de comando,1,METALURGICA MOR S.A - MATRIZ,35.131/000,GALVANOPLASTIA,FAB-02,FABRICA 02,21,PATRIMONIO - SERVIÇO DE TERCEIRO,10.8,PATRIMONIO TERCEIROS,Manutenção,3,1,0,24/01/2023,,08/02/2023,24/01/2023,24/01/2023,10/11/2022,,,24/01/2023,,,,,,,PRISCILA,PRISCILA DORNELES,PAT008,SERVIÇO TERCEIROS,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,"1907,5",0,0,Requisitada,Não Iniciada,Ok,priscilas - Priscila da Silva Dorneles,yes,"94.226 - Consertar goteira sobre painel de comando Consertar goteira sobre painel de comando em Galvanoplastia, goteira em telhado sobre o painel de comando e caldeiras, ao lado da sala de empilhadeiras."
0000000358,1255478,goteira em cima da máquina,1,METALURGICA MOR S.A - MATRIZ,35.154/000,COLOCACAO CABOS ESPETOS/GRELHAS,FAB-02,FABRICA 02,21,PATRIMONIO - SERVIÇO DE TERCEIRO,10.8,PATRIMONIO TERCEIROS,Manutenção,3,1,300,17/04/2025,,02/05/2025,17/04/2025,17/04/2025,17/02/2025,,,17/04/2025,,,,,,,EQUIPE 01,Wylliam Duolen Silveira,PAT008,SERVIÇO TERCEIROS,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,"1647,08",0,0,Requisitada,Não Iniciada,Ok,letielly.he - Letielly Hermes,no,184.208 - goteira em cima da máquina goteira em cima da máquina de colocar tule no espeto de alumínio.
0000000359,1277337,trocar fitas antiderapante do piso que estão gasta,1,METALURGICA MOR S.A - MATRIZ,35.131/000,GALVANOPLASTIA,FAB-02,FABRICA 02,21,PATRIMONIO - SERVIÇO DE TERCEIRO,10.11,PATRIMONIO PISO,Manutenção,3,1,300,17/07/2025,,09/08/2025,25/07/2025,25/07/2025,17/07/2025,,,25/07/2025,,,,,,,AIRON,AIRON KLUGE,64,SERRALHERIA,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,"631,48",0,0,Requisitada,Iniciada,Ok,letielly.he - Letielly Hermes,no,"210.072 - trocar fitas antiderapante do piso que estão gasta piso localizado na rampa de carga e descarga  de peças na frente da galvano,  se possível colocar mais próximas,   colaboradores  estão escorregando."
0000000360,1271256,Juntas de dilatação do piso,1,METALURGICA MOR S.A - MATRIZ,35.121/000,MONTAGEM E EMBALAMENTO CADEIRAS,FAB-04,FABRICA 04,21,PATRIMONIO - SERVIÇO DE TERCEIRO,10.11,PATRIMONIO PISO,Manutenção,3,3,900,23/06/2025,,08/07/2025,23/06/2025,23/06/2025,05/06/2025,,,23/06/2025,,,,,,,AIRON,AIRON KLUGE,PAT011,PISO,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,0,0,0,Requisitada,Não Iniciada,Ok,priscilas - Priscila da Silva Dorneles,no,"205.394 - Juntas de dilatação do piso Juntas de dilatação do piso no acesso a fabrica 4 e demais pontos estão em péssimas condições( Ricardo da HDL vai mostrar). Fato que vem ocasionando quebras precoce das rodas das empilhadeiras elétricas e patoladas, defeitos nos controladores das empilhadeiras que podem gerar erros e falhas podendo ocasionar acidentes."
0000000361,1128649,Goteiras na sala manutenção empilhadeiras,1,METALURGICA MOR S.A - MATRIZ,35.051/000,MANUTENCAO INDUSTRIAL,MANUTENCAO,MANUTENÇÃO INDUSTRIAL,21,PATRIMONIO - SERVIÇO DE TERCEIRO,10.8,PATRIMONIO TERCEIROS,Manutenção,3,2,0,28/09/2022,,13/10/2022,28/09/2022,28/09/2022,28/03/2022,,,28/09/2022,,,,,,,PRISCILA,PRISCILA DORNELES,PAT008,SERVIÇO TERCEIROS,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,priscilas - Priscila da Silva Dorneles,yes,"73.731 - Goteiras na sala manutenção empilhadeiras Forro de gesso esta oferecendo risco de cair, goteiras estão danificando o mesmo."
0000000362,1271262,Goteira Manutenção de Empihadeiras,1,METALURGICA MOR S.A - MATRIZ,35.051/000,MANUTENCAO INDUSTRIAL,MANUTENCAO,MANUTENÇÃO INDUSTRIAL,21,PATRIMONIO - SERVIÇO DE TERCEIRO,10.10,PATRIMONIO GOTEIRAS,Manutenção,3,2,600,04/07/2025,,19/07/2025,04/07/2025,04/07/2025,05/06/2025,,,04/07/2025,,,,,,,EQUIPE 02,EDUARDO RADTKE NUNES,PAT010,GOTEIRAS,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,priscilas - Priscila da Silva Dorneles,no,"207.398 - Goteira Manutenção de Empihadeiras Goteiras diversas no setor de empilhadeiras, prejudicando o trabalho  do pessoal da HDL. Goteiras tanto na sala quanto na área externa.  Favor dar atenção ao caso."
0000000363,1267245,GOTEIRA ACIMA PAINEL BAIA DE CARGAS 2,1,METALURGICA MOR S.A - MATRIZ,12.183/000,SIST ARMAZENAMENTO VERTICALIZADO AUTOMATIZADO,VERTICALIZADO,ARMAZENAMENTO AUTOMATIZADO,21,PATRIMONIO - SERVIÇO DE TERCEIRO,10.8,PATRIMONIO TERCEIROS,Manutenção,3,1,300,09/05/2025,,24/05/2025,09/05/2025,09/05/2025,09/05/2025,09/05/2025,,09/05/2025,,,,,,,PRISCILA,PRISCILA DORNELES,PAT008,SERVIÇO TERCEIROS,PAT-1,PATRIMONIO,PAT-1,PATRIMONIO,PAT,CONSERTO,1,0,18001010,41105021,0,0,0,0,0,0,0,0,0,0,0,Iniciada,Iniciada,Ok,gabriel.li - GABRIEL JUNKHERR DE LIMA,no,GOTEIRA ACIMA PAINEL BAIA DE CARGAS 2 DUVIDAS SOLICITAR MANUTENÇÃO VERTICALIZADO.
0000000364,1263313,Goteira no carro rapido 423,1,METALURGICA MOR S.A - MATRIZ,12.183/000,SIST ARMAZENAMENTO VERTICALIZADO AUTOMATIZADO,VERTICALIZADO,ARMAZENAMENTO AUTOMATIZADO,21,PATRIMONIO - SERVIÇO DE TERCEIRO,10.8,PATRIMONIO TERCEIROS,Manutenção,3,1,300,02/06/2025,,17/06/2025,02/06/2025,02/06/2025,11/04/2025,,,02/06/2025,,,,,,,EQUIPE 03,Wylliam Duolen Silveira,PAT008,SERVIÇO TERCEIROS,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,priscilas - Priscila da Silva Dorneles,no,202.645 - Goteira no carro rapido 423 Goteira no carro rapido 423
0000000365,1263289,Goteira - no verticalizado Traslo 1 -barramento,1,METALURGICA MOR S.A - MATRIZ,35.168/000,APOIO UL - VERTICALIZADO,VERTICALIZADO,ARMAZENAMENTO AUTOMATIZADO,21,PATRIMONIO - SERVIÇO DE TERCEIRO,10.8,PATRIMONIO TERCEIROS,Manutenção,3,1,300,10/06/2025,,25/06/2025,10/06/2025,10/06/2025,11/04/2025,,,10/06/2025,,,,,,,EQUIPE 03,Wylliam Duolen Silveira,PAT008,SERVIÇO TERCEIROS,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,0,0,0,Requisitada,Iniciada,Ok,priscilas - Priscila da Silva Dorneles,no,198.592 - Goteira - no verticalizado Traslo 1 -barramento Foi relatado uma goteira próximo a entrada do Traslo 1 - e muito próximo ao barramento localizado nesse local; fotos em anexo.  duvidas procurar a coordenação/facilitadores
0000000366,1133066,consertar gotejamento.,1,METALURGICA MOR S.A - MATRIZ,35.070/000,EXTRUSÃO,,TAG GERAL,22,PATRIMONIO - MATERIAL DE MANUTENÇÃO,10.8,PATRIMONIO TERCEIROS,Manutenção,3,1,300,24/01/2023,,08/02/2023,24/01/2023,24/01/2023,12/05/2022,,,24/01/2023,,,,,,,PRISCILA,PRISCILA DORNELES,PAT008,SERVIÇO TERCEIROS,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,"1907,5",0,0,Requisitada,Não Iniciada,Ok,priscilas - Priscila da Silva Dorneles,yes,"78.512 - consertar gotejamento. Boa tarde,  estamos com um gotejamento na sala da coordenação da fabrica 3. Todo dia de chuva entra bastante agua para dentro. Favor vir verificar."
0000000367,1176440,Conserto de portão Guarita expedição,1,METALURGICA MOR S.A - MATRIZ,15.006/000,RECEPÇÄO E VIGILANCIA,,TAG GERAL,22,PATRIMONIO - MATERIAL DE MANUTENÇÃO,10.8,PATRIMONIO TERCEIROS,Manutenção,3,3,900,07/07/2023,,22/07/2023,07/07/2023,07/07/2023,26/06/2023,,,07/07/2023,,,,,,,PRISCILA,PRISCILA DORNELES,PAT008,SERVIÇO TERCEIROS,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,280,0,0,Requisitada,Não Iniciada,Ok,priscilas - Priscila da Silva Dorneles,no,"120.806 - Conserto de portão Guarita expedição Solicito conserto do portão principal da guarita da expedição, não está funcionando o motor do portão."
0000000368,1176087,Troca de volante de registro de hidrante,1,METALURGICA MOR S.A - MATRIZ,35.021/000,ALMOXARIFADO,,TAG GERAL,22,PATRIMONIO - MATERIAL DE MANUTENÇÃO,10.8,PATRIMONIO TERCEIROS,Manutenção,3,3,900,17/07/2023,,01/08/2023,17/07/2023,17/07/2023,22/06/2023,,,17/07/2023,,,,,,,PRISCILA,PRISCILA DORNELES,PAT008,SERVIÇO TERCEIROS,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,"8,24",0,0,Requisitada,Não Iniciada,Ok,priscilas - Priscila da Silva Dorneles,no,"120.498 - Troca de volante de registro de hidrante Solicito troca do volante do registro do hidrante nº 23, localizado no almox entrada, em frente ao embalamento de piscinas e próximo a sala de segurança."
0000000369,1176091,Conserto/troca de volante de Hidrante nº16,1,METALURGICA MOR S.A - MATRIZ,35.061/000,SERVICOS AUXILIARES,,TAG GERAL,22,PATRIMONIO - MATERIAL DE MANUTENÇÃO,10.8,PATRIMONIO TERCEIROS,Manutenção,3,3,900,18/07/2023,,02/08/2023,18/07/2023,18/07/2023,22/06/2023,,,18/07/2023,,,,,,,CLAUBER,CLAUBER JUNIOR OLIVEIRA,PAT008,SERVIÇO TERCEIROS,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,"8,24",0,0,Requisitada,Não Iniciada,Ok,priscilas - Priscila da Silva Dorneles,no,120.803 - Conserto/troca de volante de Hidrante nº16 Solicito conserto/troca de volante do registro de hidrante nº 16 localizado na F01 entre o setor de fabricação de churrasqueiras e esteira para peças de pintura.
0000000370,1190347,Consertar correia do portão,1,METALURGICA MOR S.A - MATRIZ,15.015/000,CONSERVAÇÃO PATRIMONIO,,TAG GERAL,22,PATRIMONIO - MATERIAL DE MANUTENÇÃO,10.3,PATRIMONIO SERRALHERIA,Manutenção,3,3,900,20/10/2023,,04/11/2023,20/10/2023,20/10/2023,20/10/2023,,,20/10/2023,,,,,,,PRISCILA,PRISCILA DORNELES,PAT003,SERRALHERIA,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,"5,9",0,0,Requisitada,Não Iniciada,Ok,priscilas - Priscila da Silva Dorneles,no,134.594 - Consertar correia do portão
0000000371,1191115,Troca/conserto de refletor na sede,1,METALURGICA MOR S.A - MATRIZ,15.015/000,CONSERVAÇÃO PATRIMONIO,,TAG GERAL,22,PATRIMONIO - MATERIAL DE MANUTENÇÃO,10.4,PATRIMONIO ELETRICA,Manutenção,3,3,900,13/11/2023,,28/11/2023,13/11/2023,13/11/2023,26/10/2023,28/11/2023,,13/11/2023,,,,,,,PRISCILA,PRISCILA DORNELES,PAT004,ELETRICA,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,"83,75",0,0,Iniciada,Iniciada,Ok,priscilas - Priscila da Silva Dorneles,no,135.151 - Troca/conserto de refletor na sede Refletor na lateral da sede dos funcionários não esta funcionando. Enviado foto por whatsapp
0000000372,1193149,Bebedouro vazando água,1,METALURGICA MOR S.A - MATRIZ,15.006/000,RECEPÇÄO E VIGILANCIA,,TAG GERAL,22,PATRIMONIO - MATERIAL DE MANUTENÇÃO,10.1,PATRIMONIO HIDRAULICO,Manutenção,3,3,900,13/11/2023,,28/11/2023,13/11/2023,13/11/2023,10/11/2023,,,13/11/2023,,,,,,,PRISCILA,PRISCILA DORNELES,PAT001,HIDRAULICO,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,340,0,0,Requisitada,Não Iniciada,Ok,priscilas - Priscila da Silva Dorneles,no,136.962 - Bebedouro vazando água Bebedouro dos motoristas na guarita da expedição esta vazando água. Bebedouro foi desligado para que não molhe os móveis do setor.
0000000373,1193449,Ar condicionado sala nutricionista,1,METALURGICA MOR S.A - MATRIZ,15.009/000,REFEITORIO PRATO FEITO,,TAG GERAL,22,PATRIMONIO - MATERIAL DE MANUTENÇÃO,10.6,PATRIMONIO UNIAR,Manutenção,3,3,900,14/11/2023,,29/11/2023,14/11/2023,14/11/2023,13/11/2023,,,14/11/2023,,,,,,,PRISCILA,PRISCILA DORNELES,PAT006,UNIAR,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,255,0,0,Requisitada,Iniciada,Ok,priscilas - Priscila da Silva Dorneles,no,137.573 - Ar condicionado sala nutricionista O ar condicionado da sala está pingando e não está gelando. PMOC 100
0000000374,1208354,Manutenção portão diretoria,1,METALURGICA MOR S.A - MATRIZ,15.006/000,RECEPÇÄO E VIGILANCIA,,TAG GERAL,22,PATRIMONIO - MATERIAL DE MANUTENÇÃO,10.3,PATRIMONIO SERRALHERIA,Manutenção,3,3,900,12/03/2024,,27/03/2024,12/03/2024,12/03/2024,12/03/2024,,,12/03/2024,,,,,,,PRISCILA,PRISCILA DORNELES,PAT003,SERRALHERIA,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,"174,6",0,0,Requisitada,Iniciada,Ok,priscilas - Priscila da Silva Dorneles,no,"151.759 - Manutenção portão diretoria Realizar manutenção do portão de entrada e saída de veículos da diretoria. Troca de roldanas, reaperto de corrente. Manutenção industrial fez a lubrificação da corrente do portão e relatou que os rolamentos das roldanas estão estragados fazendo com quem o portão fiquei pesado e arraste no meio fio e na grama e a corrente estar frouxa raspando no chão e na grama"
0000000375,1213808,PATRIMONIO ELETRICA,1,METALURGICA MOR S.A - MATRIZ,15.007/000,MEDICINA E SEGURANÇA DO TRABALHO,,TAG GERAL,22,PATRIMONIO - MATERIAL DE MANUTENÇÃO,10.4,PATRIMONIO ELETRICA,Manutenção,3,3,900,30/04/2024,,15/05/2024,30/04/2024,30/04/2024,30/04/2024,,,30/04/2024,,,,,,,PRISCILA,PRISCILA DORNELES,PAT004,ELETRICA,PAT-1,PATRIMONIO,PAT-1,PATRIMONIO,PAT,CONSERTO,1,0,18001010,41105021,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,lucass - Lucas de Souza,no,Boa tarde;    Solicito a instalação dos adesivos indicadores de temperatura máxima e mínima nos climatizadores da empresa. Os adesivos se encontram com o Lucas na sala do TI desenvolvimento
0000000376,1218667,Canos com vazamento,1,METALURGICA MOR S.A - MATRIZ,15.009/000,REFEITORIO PRATO FEITO,,TAG GERAL,22,PATRIMONIO - MATERIAL DE MANUTENÇÃO,10.1,PATRIMONIO HIDRAULICO,Manutenção,3,3,900,13/06/2024,,28/06/2024,13/06/2024,13/06/2024,11/06/2024,,,13/06/2024,,,,,,,PRISCILA,PRISCILA DORNELES,PAT001,HIDRAULICO,,,116," INUTILIZADO VAZAMENTO (ÓLEO,AR,ÁGUA,ETC",,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,152,0,0,Requisitada,Não Iniciada,Ok,priscilas - Priscila da Silva Dorneles,no,161.656 - Canos com vazamento Canos da cozinha e da lavanderia do refeitório estão com vazamento
0000000377,1220479,Torneira espirrando agua,1,METALURGICA MOR S.A - MATRIZ,15.009/000,REFEITORIO PRATO FEITO,,TAG GERAL,22,PATRIMONIO - MATERIAL DE MANUTENÇÃO,10.1,PATRIMONIO HIDRAULICO,Manutenção,3,3,900,25/06/2024,,10/07/2024,25/06/2024,25/06/2024,25/06/2024,,,25/06/2024,,,,,,,PRISCILA,PRISCILA DORNELES,PAT001,HIDRAULICO,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,"425,76",0,0,Requisitada,Não Iniciada,Ok,priscilas - Priscila da Silva Dorneles,no,"163.194 - Torneira espirrando agua Olá, uma torneira do refeitório espirra agua para todos os lado quando ligada. Alguem poderia dar uma olhada?"
0000000378,1226551,Instalar TV,1,METALURGICA MOR S.A - MATRIZ,15.005/000,SETOR DE INFORMATICA,,TAG GERAL,22,PATRIMONIO - MATERIAL DE MANUTENÇÃO,10.4,PATRIMONIO ELETRICA,Manutenção,3,3,900,07/08/2024,,22/08/2024,07/08/2024,07/08/2024,07/08/2024,,,07/08/2024,,,,,,,PRISCILA,PRISCILA DORNELES,PAT004,ELETRICA,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,"2,4",0,0,Requisitada,Iniciada,Ok,maryellen.ar - Maryellen Barbosa de Souza de Araujo,no,"168.025 - Instalar TV Bom dia!  Favor instalar a TV no suporte suspenso na sala da TI - Suporte.  Atenciosamente,"
0000000379,1227570,TRAVA DA GAVETA DO CAIXA,1,METALURGICA MOR S.A - MATRIZ,25.017/000,VENDAS INTERNAS,,TAG GERAL,22,PATRIMONIO - MATERIAL DE MANUTENÇÃO,10.3,PATRIMONIO SERRALHERIA,Manutenção,3,3,900,14/08/2024,,29/08/2024,14/08/2024,14/08/2024,14/08/2024,,,14/08/2024,,,,,,,PRISCILA,PRISCILA DORNELES,PAT003,SERRALHERIA,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,"104,5",0,0,Requisitada,Iniciada,Ok,maryellen.ar - Maryellen Barbosa de Souza de Araujo,no,167.852 - TRAVA DA GAVETA DO CAIXA Bom dia. Trava da gaveta do caixa  quebrou. Precisamos de reparo. Segue fotos em anexo. PATRIMÔNIO: 9906
0000000380,1248611,PATRIMONIO HIDRAULICO,1,METALURGICA MOR S.A - MATRIZ,15.006/000,RECEPÇÄO E VIGILANCIA,,TAG GERAL,22,PATRIMONIO - MATERIAL DE MANUTENÇÃO,10.1,PATRIMONIO HIDRAULICO,Manutenção,3,3,900,02/01/2025,,17/01/2025,02/01/2025,02/01/2025,02/01/2025,,,02/01/2025,,,,,,,PRISCILA,PRISCILA DORNELES,PAT001,HIDRAULICO,PAT-1,PATRIMONIO,PAT-1,PATRIMONIO,PAT,CONSERTO,1,0,18001010,41105021,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,lucass - Lucas de Souza,no,"Boa tarde;   Solicito a troca da torneira localizada na portaria principal, a mesma não está abrindo e fechando de forma correta o ocasionando vazamentos e respingos."
0000000381,1254786,PATRIMONIO ELETRICA,1,METALURGICA MOR S.A - MATRIZ,15.001/000,ADMINISTRACAO GERAL,,TAG GERAL,22,PATRIMONIO - MATERIAL DE MANUTENÇÃO,10.4,PATRIMONIO ELETRICA,Manutenção,3,3,900,13/02/2025,,28/02/2025,13/02/2025,13/02/2025,13/02/2025,,,13/02/2025,,,,,,,PRISCILA,PRISCILA DORNELES,PAT004,ELETRICA,PAT-1,PATRIMONIO,PAT-1,PATRIMONIO,PAT,CONSERTO,1,0,18001010,41105021,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,claudio.bsf - CLAUDIO BENTO DA SILVA FILHO,no,
0000000382,1266733,Revisar tomadas elétricas no setor do refeitorio.,1,METALURGICA MOR S.A - MATRIZ,15.015/000,CONSERVAÇÃO PATRIMONIO,,TAG GERAL,22,PATRIMONIO - MATERIAL DE MANUTENÇÃO,10.4,PATRIMONIO ELETRICA,Manutenção,3,3,900,07/05/2025,,22/05/2025,07/05/2025,07/05/2025,07/05/2025,,,07/05/2025,,,,,,,PRISCILA,PRISCILA DORNELES,FPE,FILIAL PERNANBUCO,,,E-600,E- INSTALAÇÃO/MELHORIA,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,rubenss - Rubens José Flor da Silva,no,206.937 - Revisar tomadas elétricas no setor do refeitorio. Feito substituição de duas tomadas 3p 220volts na area serviço refeitorio.
0000000383,1264239,Confecção de abrigo de MACA,1,METALURGICA MOR S.A - MATRIZ,35.025/000,ALMOXARIFADO SAÍDA,,TAG GERAL,22,PATRIMONIO - MATERIAL DE MANUTENÇÃO,10.3,PATRIMONIO SERRALHERIA,Manutenção,3,3,900,23/05/2025,,07/06/2025,23/05/2025,23/05/2025,17/04/2025,,,23/05/2025,,,,,,,PRISCILA,PRISCILA DORNELES,PAT003,SERRALHERIA,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,letielly.he - Letielly Hermes,no,204.299 - Confecção de abrigo de MACA Confeccionar abrigo de metal para guardar Maca do setor de almox saída. Fazer abrigo igual ao encaminhado em foto por whatsapp
0000000384,1272709,Portão em frente a ATC não está funcionando,1,METALURGICA MOR S.A - MATRIZ,15.015/000,CONSERVAÇÃO PATRIMONIO,,TAG GERAL,22,PATRIMONIO - MATERIAL DE MANUTENÇÃO,10.4,PATRIMONIO ELETRICA,Manutenção,3,3,900,17/06/2025,,04/07/2025,19/06/2025,19/06/2025,16/06/2025,,,19/06/2025,,,,,,,PRISCILA,PRISCILA DORNELES,PAT004,ELETRICA,,,,,,,1,0,18001010,41105021,0,0,0,0,0,0,0,0,"1,75",0,0,Requisitada,Iniciada,Ok,letielly.he - Letielly Hermes,no,"211.509 - Portão em frente a ATC não está funcionando Portão que fica na assistência técnica de frente para a ATC não está funcionando, vigilância fez o teste durante o final de semana e o portão não abriu."
